series_id,year,period,value,footnotes
CUSR0000SA0,1997,M01,159.40,
CUSR0000SA0,1997,M02,159.70,
CUSR0000SA0,1997,M03,159.80,
CUSR0000SA0,1997,M04,159.90,
CUSR0000SA0,1997,M05,159.90,
CUSR0000SA0,1997,M06,160.20,
CUSR0000SA0,1997,M07,160.40,
CUSR0000SA0,1997,M08,160.80,
CUSR0000SA0,1997,M09,161.20,
CUSR0000SA0,1997,M10,161.50,
CUSR0000SA0,1997,M11,161.70,
CUSR0000SA0,1997,M12,161.80,
CUSR0000SA0,1998,M01,162.00,
CUSR0000SA0,1998,M02,162.00,
CUSR0000SA0,1998,M03,162.00,
CUSR0000SA0,1998,M04,162.20,
CUSR0000SA0,1998,M05,162.60,
CUSR0000SA0,1998,M06,162.80,
CUSR0000SA0,1998,M07,163.20,
CUSR0000SA0,1998,M08,163.40,
CUSR0000SA0,1998,M09,163.50,
CUSR0000SA0,1998,M10,163.90,
CUSR0000SA0,1998,M11,164.10,
CUSR0000SA0,1998,M12,164.40,
CUSR0000SA0,1999,M01,164.70,
CUSR0000SA0,1999,M02,164.70,
CUSR0000SA0,1999,M03,164.80,
CUSR0000SA0,1999,M04,165.90,
CUSR0000SA0,1999,M05,166.00,
CUSR0000SA0,1999,M06,166.00,
CUSR0000SA0,1999,M07,166.70,
CUSR0000SA0,1999,M08,167.10,
CUSR0000SA0,1999,M09,167.80,
CUSR0000SA0,1999,M10,168.10,
CUSR0000SA0,1999,M11,168.40,
CUSR0000SA0,1999,M12,168.80,
CUSR0000SA0,2000,M01,169.30,
CUSR0000SA0,2000,M02,170.00,
CUSR0000SA0,2000,M03,171.00,
CUSR0000SA0,2000,M04,170.90,
CUSR0000SA0,2000,M05,171.20,
CUSR0000SA0,2000,M06,172.20,
CUSR0000SA0,2000,M07,172.70,
CUSR0000SA0,2000,M08,172.70,
CUSR0000SA0,2000,M09,173.60,
CUSR0000SA0,2000,M10,173.90,
CUSR0000SA0,2000,M11,174.20,
CUSR0000SA0,2000,M12,174.60,
CUSR0000SA0,2001,M01,175.60,
CUSR0000SA0,2001,M02,176.00,
CUSR0000SA0,2001,M03,176.10,
CUSR0000SA0,2001,M04,176.40,
CUSR0000SA0,2001,M05,177.30,
CUSR0000SA0,2001,M06,177.70,
CUSR0000SA0,2001,M07,177.40,
CUSR0000SA0,2001,M08,177.40,
CUSR0000SA0,2001,M09,178.10,
CUSR0000SA0,2001,M10,177.60,
CUSR0000SA0,2001,M11,177.50,
CUSR0000SA0,2001,M12,177.40,
CUSR0000SA0,2002,M01,177.7,
CUSR0000SA0,2002,M02,178.0,
CUSR0000SA0,2002,M03,178.5,
CUSR0000SA0,2002,M04,179.3,
CUSR0000SA0,2002,M05,179.5,
CUSR0000SA0,2002,M06,179.6,
CUSR0000SA0,2002,M07,180.0,
CUSR0000SA0,2002,M08,180.5,
CUSR0000SA0,2002,M09,180.8,
CUSR0000SA0,2002,M10,181.2,
CUSR0000SA0,2002,M11,181.5,
CUSR0000SA0,2002,M12,181.8,
CUSR0000SA0,2003,M01,182.6,
CUSR0000SA0,2003,M02,183.6,
CUSR0000SA0,2003,M03,183.9,
CUSR0000SA0,2003,M04,183.2,
CUSR0000SA0,2003,M05,182.9,
CUSR0000SA0,2003,M06,183.1,
CUSR0000SA0,2003,M07,183.7,
CUSR0000SA0,2003,M08,184.5,
CUSR0000SA0,2003,M09,185.1,
CUSR0000SA0,2003,M10,184.9,
CUSR0000SA0,2003,M11,185.0,
CUSR0000SA0,2003,M12,185.5,
CUSR0000SA0,2004,M01,186.3,
CUSR0000SA0,2004,M02,186.7,
CUSR0000SA0,2004,M03,187.1,
CUSR0000SA0,2004,M04,187.4,
CUSR0000SA0,2004,M05,188.2,
CUSR0000SA0,2004,M06,188.9,
CUSR0000SA0,2004,M07,189.1,
CUSR0000SA0,2004,M08,189.2,
CUSR0000SA0,2004,M09,189.8,
CUSR0000SA0,2004,M10,190.8,
CUSR0000SA0,2004,M11,191.7,
CUSR0000SA0,2004,M12,191.7,
CUSR0000SA0,2005,M01,191.6,
CUSR0000SA0,2005,M02,192.4,
CUSR0000SA0,2005,M03,193.1,
CUSR0000SA0,2005,M04,193.7,
CUSR0000SA0,2005,M05,193.6,
CUSR0000SA0,2005,M06,193.7,
CUSR0000SA0,2005,M07,194.9,
CUSR0000SA0,2005,M08,196.1,
CUSR0000SA0,2005,M09,198.8,
CUSR0000SA0,2005,M10,199.1,
CUSR0000SA0,2005,M11,198.1,
CUSR0000SA0,2005,M12,198.1,
CUSR0000SA0,2006,M01,199.3,
CUSR0000SA0,2006,M02,199.4,
CUSR0000SA0,2006,M03,199.7,
CUSR0000SA0,2006,M04,200.7,
CUSR0000SA0,2006,M05,201.3,
CUSR0000SA0,2006,M06,201.8,
CUSR0000SA0,2006,M07,202.9,
CUSR0000SA0,2006,M08,203.8,
CUSR0000SA0,2006,M09,202.8,
CUSR0000SA0,2006,M10,201.9,
CUSR0000SA0,2006,M11,202.0,
CUSR0000SA0,2006,M12,203.1,
CUSR0000SA0,2007,M01,203.437,
CUSR0000SA0,2007,M02,204.226,
CUSR0000SA0,2007,M03,205.288,
CUSR0000SA0,2007,M04,205.904,
CUSR0000SA0,2007,M05,206.755,
CUSR0000SA0,2007,M06,207.234,
CUSR0000SA0,2007,M07,207.603,
CUSR0000SA0,2007,M08,207.667,
CUSR0000SA0,2007,M09,208.547,
CUSR0000SA0,2007,M10,209.190,
CUSR0000SA0,2007,M11,210.834,
CUSR0000SA0,2007,M12,211.445,
CUSR0000SA0,2008,M01,212.174,
CUSR0000SA0,2008,M02,212.687,
CUSR0000SA0,2008,M03,213.448,
CUSR0000SA0,2008,M04,213.942,
CUSR0000SA0,2008,M05,215.208,
CUSR0000SA0,2008,M06,217.463,
CUSR0000SA0,2008,M07,219.016,
CUSR0000SA0,2008,M08,218.690,
CUSR0000SA0,2008,M09,218.877,
CUSR0000SA0,2008,M10,216.995,
CUSR0000SA0,2008,M11,213.153,
CUSR0000SA0,2008,M12,211.398,
CUSR0000SA0,2009,M01,211.933,
CUSR0000SA0,2009,M02,212.705,
CUSR0000SA0,2009,M03,212.495,
CUSR0000SA0,2009,M04,212.709,
CUSR0000SA0,2009,M05,213.022,
CUSR0000SA0,2009,M06,214.790,
CUSR0000SA0,2009,M07,214.726,
CUSR0000SA0,2009,M08,215.445,
CUSR0000SA0,2009,M09,215.861,
CUSR0000SA0,2009,M10,216.509,
CUSR0000SA0,2009,M11,217.234,
CUSR0000SA0,2009,M12,217.347,
CUSR0000SA0,2010,M01,217.488,
CUSR0000SA0,2010,M02,217.281,
CUSR0000SA0,2010,M03,217.353,
CUSR0000SA0,2010,M04,217.403,
CUSR0000SA0,2010,M05,217.290,
CUSR0000SA0,2010,M06,217.199,
CUSR0000SA0,2010,M07,217.605,
CUSR0000SA0,2010,M08,217.923,
CUSR0000SA0,2010,M09,218.275,
CUSR0000SA0,2010,M10,219.035,
CUSR0000SA0,2010,M11,219.590,
CUSR0000SA0,2010,M12,220.472,
CUSR0000SA0,2011,M01,221.187,
CUSR0000SA0,2011,M02,221.898,
CUSR0000SA0,2011,M03,223.046,
CUSR0000SA0,2011,M04,224.093,
CUSR0000SA0,2011,M05,224.806,
CUSR0000SA0,2011,M06,224.806,
CUSR0000SA0,2011,M07,225.395,
CUSR0000SA0,2011,M08,226.106,
CUSR0000SA0,2011,M09,226.597,
CUSR0000SA0,2011,M10,226.750,
CUSR0000SA0,2011,M11,227.169,
CUSR0000SA0,2011,M12,227.223,
CUSR0000SA0,2012,M01,227.842,
CUSR0000SA0,2012,M02,228.329,
CUSR0000SA0,2012,M03,228.807,
CUSR0000SA0,2012,M04,229.187,
CUSR0000SA0,2012,M05,228.713,
CUSR0000SA0,2012,M06,228.524,
CUSR0000SA0,2012,M07,228.590,
CUSR0000SA0,2012,M08,229.918,
CUSR0000SA0,2012,M09,231.015,
CUSR0000SA0,2012,M10,231.638,
CUSR0000SA0,2012,M11,231.249,
CUSR0000SA0,2012,M12,231.221,
CUSR0000SA0,2013,M01,231.679,
CUSR0000SA0,2013,M02,232.937,
CUSR0000SA0,2013,M03,232.282,
CUSR0000SA0,2013,M04,231.797,
CUSR0000SA0,2013,M05,231.893,
CUSR0000SA0,2013,M06,232.445,
CUSR0000SA0,2013,M07,232.900,
CUSR0000SA0,2013,M08,233.456,
CUSR0000SA0,2013,M09,233.544,
CUSR0000SA0,2013,M10,233.669,
CUSR0000SA0,2013,M11,234.100,
CUSR0000SA0,2013,M12,234.719,
CUSR0000SA0,2014,M01,235.288,
CUSR0000SA0,2014,M02,235.547,
CUSR0000SA0,2014,M03,236.028,
CUSR0000SA0,2014,M04,236.468,
CUSR0000SA0,2014,M05,236.918,
CUSR0000SA0,2014,M06,237.231,
CUSR0000SA0,2014,M07,237.498,
CUSR0000SA0,2014,M08,237.460,
CUSR0000SA0,2014,M09,237.477,
CUSR0000SA0,2014,M10,237.430,
CUSR0000SA0,2014,M11,236.983,
CUSR0000SA0,2014,M12,236.252,
CUSR0000SA0,2015,M01,234.747,
CUSR0000SA0,2015,M02,235.342,
CUSR0000SA0,2015,M03,235.976,
CUSR0000SA0,2015,M04,236.222,
CUSR0000SA0,2015,M05,237.001,
CUSR0000SA0,2015,M06,237.657,
CUSR0000SA0,2015,M07,238.034,
CUSR0000SA0,2015,M08,238.033,
CUSR0000SA0,2015,M09,237.498,
CUSR0000SA0,2015,M10,237.733,
CUSR0000SA0,2015,M11,238.017,
CUSR0000SA0,2015,M12,237.761,
CUSR0000SA0,2016,M01,237.652,
CUSR0000SA0,2016,M02,237.336,
CUSR0000SA0,2016,M03,238.080,
CUSR0000SA0,2016,M04,238.992,
CUSR0000SA0,2016,M05,239.557,
CUSR0000SA0,2016,M06,240.222,
CUSR0000SA0,2016,M07,240.101,
CUSR0000SA0,2016,M08,240.545,
CUSR0000SA0,2016,M09,241.176,
CUSR0000SA0,2016,M10,241.741,
CUSR0000SA0,2016,M11,242.026,
CUSR0000SA0,2016,M12,242.637,
CUSR0000SA0,2017,M01,243.618,
CUSR0000SA0,2017,M02,244.006,
CUSR0000SA0,2017,M03,243.892,
CUSR0000SA0,2017,M04,244.193,
CUSR0000SA0,2017,M05,244.004,
CUSR0000SA0,2017,M06,244.163,
CUSR0000SA0,2017,M07,244.243,
CUSR0000SA0,2017,M08,245.183,
CUSR0000SA0,2017,M09,246.435,
CUSR0000SA0,2017,M10,246.626,
CUSR0000SA0,2017,M11,247.284,
CUSR0000SA0,2017,M12,247.805,
CUSR0000SA0,2018,M01,248.859,
CUSR0000SA0,2018,M02,249.529,
CUSR0000SA0,2018,M03,249.577,
CUSR0000SA0,2018,M04,250.227,
CUSR0000SA0,2018,M05,250.792,
CUSR0000SA0,2018,M06,251.018,
CUSR0000SA0,2018,M07,251.214,
CUSR0000SA0,2018,M08,251.663,
CUSR0000SA0,2018,M09,252.182,
CUSR0000SA0,2018,M10,252.772,
CUSR0000SA0,2018,M11,252.594,
CUSR0000SA0,2018,M12,252.767,
CUSR0000SA0,2019,M01,252.561,
CUSR0000SA0,2019,M02,253.319,
CUSR0000SA0,2019,M03,254.277,
CUSR0000SA0,2019,M04,255.233,
CUSR0000SA0,2019,M05,255.296,
CUSR0000SA0,2019,M06,255.213,
CUSR0000SA0,2019,M07,255.802,
CUSR0000SA0,2019,M08,256.036,
CUSR0000SA0,2019,M09,256.430,
CUSR0000SA0,2019,M10,257.155,
CUSR0000SA0,2019,M11,257.879,
CUSR0000SA0,2019,M12,258.630,
CUSR0000SA0,2020,M01,259.127,
CUSR0000SA0,2020,M02,259.250,
CUSR0000SA0,2020,M03,258.076,
CUSR0000SA0,2020,M04,256.032,
CUSR0000SA0,2020,M05,255.802,
CUSR0000SA0,2020,M06,257.042,
CUSR0000SA0,2020,M07,258.352,
CUSR0000SA0,2020,M08,259.316,
CUSR0000SA0,2020,M09,259.997,
CUSR0000SA0,2020,M10,260.319,
CUSR0000SA0,2020,M11,260.911,
CUSR0000SA0,2020,M12,262.045,
CUSR0000SA0,2021,M01,262.687,
CUSR0000SA0,2021,M02,263.579,
CUSR0000SA0,2021,M03,264.961,
CUSR0000SA0,2021,M04,266.614,
CUSR0000SA0,2021,M05,268.383,
CUSR0000SA0,2021,M06,270.654,
CUSR0000SA0,2021,M07,271.903,
CUSR0000SA0,2021,M08,272.676,
CUSR0000SA0,2021,M09,273.910,
CUSR0000SA0,2021,M10,276.550,
CUSR0000SA0,2021,M11,278.919,
CUSR0000SA0,2021,M12,280.845,
CUSR0000SA0,2022,M01,282.543,
CUSR0000SA0,2022,M02,284.500,
CUSR0000SA0,2022,M03,287.674,
CUSR0000SA0,2022,M04,288.561,
CUSR0000SA0,2022,M05,291.298,
CUSR0000SA0,2022,M06,294.957,
CUSR0000SA0,2022,M07,294.913,
CUSR0000SA0,2022,M08,295.097,
CUSR0000SA0,2022,M09,296.349,
CUSR0000SA0,2022,M10,298.007,
CUSR0000SA0,2022,M11,298.786,
CUSR0000SA0,2022,M12,298.832,
CUSR0000SA0,2023,M01,300.420,
CUSR0000SA0,2023,M02,301.450,
CUSR0000SA0,2023,M03,301.821,
CUSR0000SA0,2023,M04,302.845,
CUSR0000SA0,2023,M05,303.334,
CUSR0000SA0,2023,M06,304.014,
CUSR0000SA0,2023,M07,304.609,
CUSR0000SA0,2023,M08,306.082,
CUSR0000SA0,2023,M09,307.276,
CUSR0000SA0,2023,M10,307.696,
CUSR0000SA0,2023,M11,308.148,
CUSR0000SA0,2023,M12,308.741,
CUSR0000SA0,2024,M01,309.698,
CUSR0000SA0,2024,M02,310.967,
CUSR0000SA0,2024,M03,312.345,
CUSR0000SA0,2024,M04,313.023,
CUSR0000SA0,2024,M05,313.175,
CUSR0000SA0,2024,M06,313.044,
CUSR0000SA0,2024,M07,313.569,
CUSR0000SA0,2024,M08,314.062,
CUSR0000SA0,2024,M09,314.732,
CUSR0000SA0,2024,M10,315.631,
CUSR0000SA0,2024,M11,316.528,
CUSR0000SA0,2024,M12,317.604,
CUSR0000SA0,2025,M01,318.961,
CUSR0000SA0,2025,M02,319.679,
CUSR0000SA0,2025,M03,319.785,
CUSR0000SA0,2025,M04,320.302,
CUSR0000SA0,2025,M05,320.620,
CUSR0000SA0,2025,M06,321.435,
CUSR0000SA0,2025,M07,322.169,
CUSR0000SA0,2025,M08,323.291,
CUSR0000SA0,2025,M09,324.245,
CUSR0000SA0,2025,M10,-,Data unavailable due to the 2025 lapse in appropriations
CUSR0000SA0,2025,M11,325.063,
CUSR0000SA0,2025,M12,326.031,
CUSR0000SA0,2026,M01,326.588,
CUSR0000SA0,2026,M02,327.460,
CUSR0000SA0,2026,M03,330.293,
CUSR0000SA0,2026,M04,332.407,
CUSR0000SA0,2026,M05,333.979,
CUSR0000SA0,2026,M06,332.568,
CUSR0000SA0,2026,M07,332.813,
CUSR0000SA0E,1997,M01,115.2,
CUSR0000SA0E,1997,M02,115.0,
CUSR0000SA0E,1997,M03,113.0,
CUSR0000SA0E,1997,M04,111.0,
CUSR0000SA0E,1997,M05,108.8,
CUSR0000SA0E,1997,M06,110.0,
CUSR0000SA0E,1997,M07,109.1,
CUSR0000SA0E,1997,M08,110.9,
CUSR0000SA0E,1997,M09,112.4,
CUSR0000SA0E,1997,M10,111.8,
CUSR0000SA0E,1997,M11,111.4,
CUSR0000SA0E,1997,M12,109.8,
CUSR0000SA0E,1998,M01,107.5,
CUSR0000SA0E,1998,M02,105.1,
CUSR0000SA0E,1998,M03,103.3,
CUSR0000SA0E,1998,M04,102.4,
CUSR0000SA0E,1998,M05,103.2,
CUSR0000SA0E,1998,M06,103.6,
CUSR0000SA0E,1998,M07,103.3,
CUSR0000SA0E,1998,M08,102.1,
CUSR0000SA0E,1998,M09,101.3,
CUSR0000SA0E,1998,M10,101.5,
CUSR0000SA0E,1998,M11,101.1,
CUSR0000SA0E,1998,M12,100.1,
CUSR0000SA0E,1999,M01,99.7,
CUSR0000SA0E,1999,M02,99.2,
CUSR0000SA0E,1999,M03,100.4,
CUSR0000SA0E,1999,M04,105.5,
CUSR0000SA0E,1999,M05,104.9,
CUSR0000SA0E,1999,M06,104.5,
CUSR0000SA0E,1999,M07,106.7,
CUSR0000SA0E,1999,M08,109.5,
CUSR0000SA0E,1999,M09,111.8,
CUSR0000SA0E,1999,M10,112.0,
CUSR0000SA0E,1999,M11,111.5,
CUSR0000SA0E,1999,M12,113.8,
CUSR0000SA0E,2000,M01,115.0,
CUSR0000SA0E,2000,M02,118.8,
CUSR0000SA0E,2000,M03,124.3,
CUSR0000SA0E,2000,M04,120.9,
CUSR0000SA0E,2000,M05,120.0,
CUSR0000SA0E,2000,M06,126.8,
CUSR0000SA0E,2000,M07,127.3,
CUSR0000SA0E,2000,M08,123.8,
CUSR0000SA0E,2000,M09,129.2,
CUSR0000SA0E,2000,M10,129.6,
CUSR0000SA0E,2000,M11,129.2,
CUSR0000SA0E,2000,M12,130.1,
CUSR0000SA0E,2001,M01,135.0,
CUSR0000SA0E,2001,M02,134.1,
CUSR0000SA0E,2001,M03,131.7,
CUSR0000SA0E,2001,M04,132.3,
CUSR0000SA0E,2001,M05,138.4,
CUSR0000SA0E,2001,M06,136.9,
CUSR0000SA0E,2001,M07,129.6,
CUSR0000SA0E,2001,M08,127.3,
CUSR0000SA0E,2001,M09,130.9,
CUSR0000SA0E,2001,M10,122.9,
CUSR0000SA0E,2001,M11,116.9,
CUSR0000SA0E,2001,M12,113.9,
CUSR0000SA0E,2002,M01,114.2,
CUSR0000SA0E,2002,M02,113.5,
CUSR0000SA0E,2002,M03,117.6,
CUSR0000SA0E,2002,M04,121.5,
CUSR0000SA0E,2002,M05,121.9,
CUSR0000SA0E,2002,M06,121.6,
CUSR0000SA0E,2002,M07,122.4,
CUSR0000SA0E,2002,M08,123.1,
CUSR0000SA0E,2002,M09,123.7,
CUSR0000SA0E,2002,M10,126.9,
CUSR0000SA0E,2002,M11,126.7,
CUSR0000SA0E,2002,M12,127.1,
CUSR0000SA0E,2003,M01,133.5,
CUSR0000SA0E,2003,M02,140.8,
CUSR0000SA0E,2003,M03,143.9,
CUSR0000SA0E,2003,M04,136.5,
CUSR0000SA0E,2003,M05,129.4,
CUSR0000SA0E,2003,M06,129.8,
CUSR0000SA0E,2003,M07,132.2,
CUSR0000SA0E,2003,M08,137.8,
CUSR0000SA0E,2003,M09,142.9,
CUSR0000SA0E,2003,M10,137.8,
CUSR0000SA0E,2003,M11,136.9,
CUSR0000SA0E,2003,M12,138.8,
CUSR0000SA0E,2004,M01,143.9,
CUSR0000SA0E,2004,M02,145.8,
CUSR0000SA0E,2004,M03,145.1,
CUSR0000SA0E,2004,M04,143.4,
CUSR0000SA0E,2004,M05,147.6,
CUSR0000SA0E,2004,M06,151.5,
CUSR0000SA0E,2004,M07,151.1,
CUSR0000SA0E,2004,M08,151.5,
CUSR0000SA0E,2004,M09,152.9,
CUSR0000SA0E,2004,M10,158.6,
CUSR0000SA0E,2004,M11,163.8,
CUSR0000SA0E,2004,M12,162.3,
CUSR0000SA0E,2005,M01,157.2,
CUSR0000SA0E,2005,M02,161.8,
CUSR0000SA0E,2005,M03,163.5,
CUSR0000SA0E,2005,M04,166.7,
CUSR0000SA0E,2005,M05,163.3,
CUSR0000SA0E,2005,M06,163.7,
CUSR0000SA0E,2005,M07,172.8,
CUSR0000SA0E,2005,M08,183.5,
CUSR0000SA0E,2005,M09,208.2,
CUSR0000SA0E,2005,M10,205.9,
CUSR0000SA0E,2005,M11,191.0,
CUSR0000SA0E,2005,M12,187.6,
CUSR0000SA0E,2006,M01,196.6,
CUSR0000SA0E,2006,M02,194.1,
CUSR0000SA0E,2006,M03,192.0,
CUSR0000SA0E,2006,M04,198.5,
CUSR0000SA0E,2006,M05,199.8,
CUSR0000SA0E,2006,M06,199.8,
CUSR0000SA0E,2006,M07,207.9,
CUSR0000SA0E,2006,M08,211.9,
CUSR0000SA0E,2006,M09,198.1,
CUSR0000SA0E,2006,M10,184.1,
CUSR0000SA0E,2006,M11,184.1,
CUSR0000SA0E,2006,M12,192.7,
CUSR0000SA0E,2007,M01,190.281,
CUSR0000SA0E,2007,M02,192.310,
CUSR0000SA0E,2007,M03,200.206,
CUSR0000SA0E,2007,M04,203.307,
CUSR0000SA0E,2007,M05,208.635,
CUSR0000SA0E,2007,M06,209.799,
CUSR0000SA0E,2007,M07,209.639,
CUSR0000SA0E,2007,M08,206.412,
CUSR0000SA0E,2007,M09,210.742,
CUSR0000SA0E,2007,M10,212.386,
CUSR0000SA0E,2007,M11,223.814,
CUSR0000SA0E,2007,M12,225.649,
CUSR0000SA0E,2008,M01,226.775,
CUSR0000SA0E,2008,M02,229.731,
CUSR0000SA0E,2008,M03,233.349,
CUSR0000SA0E,2008,M04,234.778,
CUSR0000SA0E,2008,M05,243.924,
CUSR0000SA0E,2008,M06,262.081,
CUSR0000SA0E,2008,M07,271.149,
CUSR0000SA0E,2008,M08,262.566,
CUSR0000SA0E,2008,M09,260.125,
CUSR0000SA0E,2008,M10,238.065,
CUSR0000SA0E,2008,M11,195.155,
CUSR0000SA0E,2008,M12,176.583,
CUSR0000SA0E,2009,M01,178.661,
CUSR0000SA0E,2009,M02,183.721,
CUSR0000SA0E,2009,M03,178.415,
CUSR0000SA0E,2009,M04,177.552,
CUSR0000SA0E,2009,M05,179.830,
CUSR0000SA0E,2009,M06,197.033,
CUSR0000SA0E,2009,M07,195.778,
CUSR0000SA0E,2009,M08,201.583,
CUSR0000SA0E,2009,M09,202.777,
CUSR0000SA0E,2009,M10,204.719,
CUSR0000SA0E,2009,M11,210.932,
CUSR0000SA0E,2009,M12,209.915,
CUSR0000SA0E,2010,M01,212.807,
CUSR0000SA0E,2010,M02,209.624,
CUSR0000SA0E,2010,M03,209.326,
CUSR0000SA0E,2010,M04,209.219,
CUSR0000SA0E,2010,M05,206.631,
CUSR0000SA0E,2010,M06,203.764,
CUSR0000SA0E,2010,M07,206.877,
CUSR0000SA0E,2010,M08,208.770,
CUSR0000SA0E,2010,M09,209.832,
CUSR0000SA0E,2010,M10,216.710,
CUSR0000SA0E,2010,M11,219.496,
CUSR0000SA0E,2010,M12,227.130,
CUSR0000SA0E,2011,M01,229.258,
CUSR0000SA0E,2011,M02,232.068,
CUSR0000SA0E,2011,M03,240.079,
CUSR0000SA0E,2011,M04,247.977,
CUSR0000SA0E,2011,M05,250.744,
CUSR0000SA0E,2011,M06,245.534,
CUSR0000SA0E,2011,M07,246.187,
CUSR0000SA0E,2011,M08,246.880,
CUSR0000SA0E,2011,M09,248.550,
CUSR0000SA0E,2011,M10,246.655,
CUSR0000SA0E,2011,M11,247.640,
CUSR0000SA0E,2011,M12,243.353,
CUSR0000SA0E,2012,M01,244.876,
CUSR0000SA0E,2012,M02,248.898,
CUSR0000SA0E,2012,M03,249.742,
CUSR0000SA0E,2012,M04,249.677,
CUSR0000SA0E,2012,M05,241.806,
CUSR0000SA0E,2012,M06,235.897,
CUSR0000SA0E,2012,M07,233.568,
CUSR0000SA0E,2012,M08,244.987,
CUSR0000SA0E,2012,M09,252.987,
CUSR0000SA0E,2012,M10,256.017,
CUSR0000SA0E,2012,M11,248.819,
CUSR0000SA0E,2012,M12,244.708,
CUSR0000SA0E,2013,M01,245.025,
CUSR0000SA0E,2013,M02,255.696,
CUSR0000SA0E,2013,M03,246.595,
CUSR0000SA0E,2013,M04,240.473,
CUSR0000SA0E,2013,M05,240.468,
CUSR0000SA0E,2013,M06,242.711,
CUSR0000SA0E,2013,M07,242.986,
CUSR0000SA0E,2013,M08,244.833,
CUSR0000SA0E,2013,M09,242.745,
CUSR0000SA0E,2013,M10,241.954,
CUSR0000SA0E,2013,M11,242.718,
CUSR0000SA0E,2013,M12,245.733,
CUSR0000SA0E,2014,M01,250.340,
CUSR0000SA0E,2014,M02,249.925,
CUSR0000SA0E,2014,M03,249.961,
CUSR0000SA0E,2014,M04,249.864,
CUSR0000SA0E,2014,M05,249.213,
CUSR0000SA0E,2014,M06,249.714,
CUSR0000SA0E,2014,M07,248.744,
CUSR0000SA0E,2014,M08,245.699,
CUSR0000SA0E,2014,M09,241.610,
CUSR0000SA0E,2014,M10,237.061,
CUSR0000SA0E,2014,M11,229.016,
CUSR0000SA0E,2014,M12,218.536,
CUSR0000SA0E,2015,M01,199.926,
CUSR0000SA0E,2015,M02,203.021,
CUSR0000SA0E,2015,M03,205.757,
CUSR0000SA0E,2015,M04,203.577,
CUSR0000SA0E,2015,M05,208.973,
CUSR0000SA0E,2015,M06,212.015,
CUSR0000SA0E,2015,M07,211.623,
CUSR0000SA0E,2015,M08,208.579,
CUSR0000SA0E,2015,M09,197.246,
CUSR0000SA0E,2015,M10,195.616,
CUSR0000SA0E,2015,M11,195.114,
CUSR0000SA0E,2015,M12,190.143,
CUSR0000SA0E,2016,M01,185.235,
CUSR0000SA0E,2016,M02,176.401,
CUSR0000SA0E,2016,M03,182.234,
CUSR0000SA0E,2016,M04,186.713,
CUSR0000SA0E,2016,M05,188.596,
CUSR0000SA0E,2016,M06,192.899,
CUSR0000SA0E,2016,M07,189.046,
CUSR0000SA0E,2016,M08,188.772,
CUSR0000SA0E,2016,M09,192.243,
CUSR0000SA0E,2016,M10,195.979,
CUSR0000SA0E,2016,M11,196.372,
CUSR0000SA0E,2016,M12,199.513,
CUSR0000SA0E,2017,M01,205.369,
CUSR0000SA0E,2017,M02,204.133,
CUSR0000SA0E,2017,M03,202.528,
CUSR0000SA0E,2017,M04,202.954,
CUSR0000SA0E,2017,M05,198.449,
CUSR0000SA0E,2017,M06,197.808,
CUSR0000SA0E,2017,M07,195.994,
CUSR0000SA0E,2017,M08,201.450,
CUSR0000SA0E,2017,M09,212.723,
CUSR0000SA0E,2017,M10,208.328,
CUSR0000SA0E,2017,M11,213.047,
CUSR0000SA0E,2017,M12,213.574,
CUSR0000SA0E,2018,M01,216.855,
CUSR0000SA0E,2018,M02,220.141,
CUSR0000SA0E,2018,M03,215.720,
CUSR0000SA0E,2018,M04,219.165,
CUSR0000SA0E,2018,M05,221.045,
CUSR0000SA0E,2018,M06,220.947,
CUSR0000SA0E,2018,M07,219.929,
CUSR0000SA0E,2018,M08,222.781,
CUSR0000SA0E,2018,M09,223.955,
CUSR0000SA0E,2018,M10,226.022,
CUSR0000SA0E,2018,M11,218.500,
CUSR0000SA0E,2018,M12,213.630,
CUSR0000SA0E,2019,M01,204.340,
CUSR0000SA0E,2019,M02,208.144,
CUSR0000SA0E,2019,M03,214.934,
CUSR0000SA0E,2019,M04,222.420,
CUSR0000SA0E,2019,M05,220.523,
CUSR0000SA0E,2019,M06,214.926,
CUSR0000SA0E,2019,M07,216.696,
CUSR0000SA0E,2019,M08,213.847,
CUSR0000SA0E,2019,M09,213.015,
CUSR0000SA0E,2019,M10,215.268,
CUSR0000SA0E,2019,M11,217.488,
CUSR0000SA0E,2019,M12,221.180,
CUSR0000SA0E,2020,M01,220.147,
CUSR0000SA0E,2020,M02,214.294,
CUSR0000SA0E,2020,M03,201.681,
CUSR0000SA0E,2020,M04,182.586,
CUSR0000SA0E,2020,M05,180.040,
CUSR0000SA0E,2020,M06,188.734,
CUSR0000SA0E,2020,M07,191.966,
CUSR0000SA0E,2020,M08,193.307,
CUSR0000SA0E,2020,M09,196.705,
CUSR0000SA0E,2020,M10,196.113,
CUSR0000SA0E,2020,M11,197.017,
CUSR0000SA0E,2020,M12,205.670,
CUSR0000SA0E,2021,M01,212.470,
CUSR0000SA0E,2021,M02,219.242,
CUSR0000SA0E,2021,M03,229.617,
CUSR0000SA0E,2021,M04,227.255,
CUSR0000SA0E,2021,M05,229.854,
CUSR0000SA0E,2021,M06,233.603,
CUSR0000SA0E,2021,M07,236.488,
